grp,id,params,role,conditions,score
,12,Frustration,AR,C3,30
,12,Overall,AR,C3,21
4,13,Mental,VR,C1,25
,13,Physical,VR,C1,35
,13,Temporal,VR,C1,40
,13,Performance,VR,C1,35
,13,Effort,VR,C1,75
,13,Frustration,VR,C1,35
,13,Overall,VR,C1,37
,14,Mental,AR,C1,20
,14,Physical,AR,C1,35
,14,Temporal,AR,C1,75
,14,Performance,AR,C1,50
,14,Effort,AR,C1,55
,14,Frustration,AR,C1,55
,14,Overall,AR,C1,44
,15,Mental,VR,C1,50
,15,Physical,VR,C1,10
,15,Temporal,VR,C1,25
,15,Performance,VR,C1,45
,15,Effort,VR,C1,40
,15,Frustration,VR,C1,25
,15,Overall,VR,C1,33
,16,Mental,AR,C1,55
,16,Physical,AR,C1,35
,16,Temporal,AR,C1,65
,16,Performance,AR,C1,50
,16,Effort,AR,C1,25
,16,Frustration,AR,C1,45
,16,Overall,AR,C1,48.5
,13,Mental,VR,C2,35
,13,Physical,VR,C2,35
,13,Temporal,VR,C2,20
,13,Performance,VR,C2,20
,13,Effort,VR,C2,25
,13,Frustration,VR,C2,65
,13,Overall,VR,C2,32.5
,14,Mental,AR,C2,30
,14,Physical,AR,C2,55
,14,Temporal,AR,C2,45
,14,Performance,AR,C2,45
,14,Effort,AR,C2,20
,14,Frustration,AR,C2,45
,14,Overall,AR,C2,40
,15,Mental,VR,C2,45
,15,Physical,VR,C2,10
,15,Temporal,VR,C2,55
,15,Performance,VR,C2,25
,15,Effort,VR,C2,20
,15,Frustration,VR,C2,35
,15,Overall,VR,C2,34.5
,16,Mental,AR,C2,20
,16,Physical,AR,C2,20
,16,Temporal,AR,C2,55
,16,Performance,AR,C2,20
,16,Effort,AR,C2,10
,16,Frustration,AR,C2,25
,16,Overall,AR,C2,26.5
,13,Mental,VR,C3,20
,13,Physical,VR,C3,25
,13,Temporal,VR,C3,40
,13,Performance,VR,C3,20
,13,Effort,VR,C3,25
,13,Frustration,VR,C3,20
,13,Overall,VR,C3,25.5
,14,Mental,AR,C3,5
,14,Physical,AR,C3,30
,14,Temporal,AR,C3,35
,14,Performance,AR,C3,10
,14,Effort,AR,C3,25
,14,Frustration,AR,C3,35
,14,Overall,AR,C3,21.5
,15,Mental,VR,C3,25
,15,Physical,VR,C3,10
,15,Temporal,VR,C3,35
,15,Performance,VR,C3,10
,15,Effort,VR,C3,10
,15,Frustration,VR,C3,45
,15,Overall,VR,C3,23
,16,Mental,AR,C3,15
,16,Physical,AR,C3,20
,16,Temporal,AR,C3,35
,16,Performance,AR,C3,20
,16,Effort,AR,C3,10
,16,Frustration,AR,C3,25
,16,Overall,AR,C3,21
